,pop_F,pop_M,pop_MF,hholds,fullname,leaf_value1
1453,9735,9459,19194,10839,ทม.น่าน,1
1454,7058,6464,13522,7176,ทม.บัวใหญ่,1
1455,24163,20436,44599,22210,ทม.บางกรวย,1
1456,7928,7070,14998,7555,ทม.บางกะดี,1
1457,28034,23765,51799,25948,ทม.บางบัวทอง,1
1458,4223,3842,8065,3698,ทม.บางมูลนาก,1
1459,7323,6466,13789,5678,ทม.บางระจัน,1
1460,17840,15333,33173,13421,ทม.บางศรีเมือง,1
1461,10178,9924,20102,11193,ทม.บึงกาฬ,1
1462,18126,15331,33457,15749,ทม.บึงยี่โถ,1
1463,12923,11671,24594,14503,ทม.บุรีรัมย์,1
1464,16094,15316,31410,20964,ทม.บ้านฉาง,1
1465,7979,7372,15351,6394,ทม.บ้านดุง,1
1466,9765,9102,18867,8572,ทม.บ้านทุ่ม,1
1467,10961,9696,20657,10505,ทม.บ้านบึง,1
1468,13922,12659,26581,12766,ทม.บ้านพรุ,1
1469,35035,34380,69415,45906,ทม.บ้านสวน,1
1470,1665,1502,3167,1399,ทม.บ้านหมี่,1
1471,8499,7396,15895,8293,ทม.บ้านโป่ง,1
1472,14176,13083,27259,12818,ทม.บ้านไผ่,1
1473,12399,11100,23499,9522,ทม.ปทุมธานี,1
1474,9727,8363,18090,11016,ทม.ประจวบคีรีขันธ์,1
1475,8786,7617,16403,8944,ทม.ปราจีนบุรี,1
1476,23511,22177,45688,16309,ทม.ปัตตานี,1
1477,17602,15663,33265,18884,ทม.ปากช่อง,1
1478,19942,17488,37430,16532,ทม.ปากน้ำสมุทรปราการ,1
1479,9784,9511,19295,8015,ทม.ปากพนัง,1
1480,14734,13165,27899,15817,ทม.ปากแพรก,1
1481,8837,8826,17663,6816,ทม.ปางมะค่า,1
1482,8063,7608,15671,6246,ทม.ปาดังเบซาร์,1
1483,36363,34184,70547,35748,ทม.ปู่เจ้าสมิงพราย,1
1484,10134,9371,19505,16523,ทม.ป่าตอง,1
1485,4884,4557,9441,4389,ทม.ผักไห่,1
1486,5390,4578,9968,5015,ทม.พนัสนิคม,1
1487,4487,4207,8694,2185,ทม.พระประแดง,1
1488,17502,15587,33089,13349,ทม.พระพุทธบาท,1
1489,8668,7475,16143,8258,ทม.พะเยา,1
1490,5179,4907,10086,5981,ทม.พังงา,1
1491,17182,14631,31813,16158,ทม.พัทลุง,1
1492,11111,9817,20928,12520,ทม.พิจิตร,1
1493,7026,6190,13216,6477,ทม.พิชัย,1
1494,5339,5006,10345,4590,ทม.พิบูลมังสาหาร,1
1495,26409,22755,49164,24029,ทม.พิมลราช,1
1496,26339,20556,46895,21604,ทม.มหาสารคาม,1
1497,37065,37202,74267,62004,ทม.มาบตาพุด,1
1498,17042,15937,32979,16156,ทม.มุกดาหาร,1
1499,10496,9770,20266,9178,ทม.ยโสธร,1
1500,9747,9408,19155,8208,ทม.ระนอง,1
1501,18563,15741,34304,16411,ทม.ราชบุรี,1
1502,18789,16534,35323,16818,ทม.ร้อยเอ็ด,1
1503,10962,10293,21255,12721,ทม.ลพบุรี,1
1504,36237,33180,69417,37499,ทม.ลัดหลวง,1
1505,36742,32202,68944,40175,ทม.ลาดสวาย,1
1506,11083,10515,21598,9870,ทม.ลำตาเสา,1
1507,6265,5245,11510,7216,ทม.ลำพูน,1
1508,35492,30580,66072,33596,ทม.ลำสามแก้ว,1
1509,7584,6575,14159,7139,ทม.ล้อมแรด,1
1510,10609,10016,20625,9918,ทม.วังน้ำเย็น,1
1511,5650,5210,10860,4553,ทม.วังสะพุง,1
1512,13622,12070,25692,10944,ทม.วารินชำราบ,1
1513,11704,10577,22281,8765,ทม.วิเชียรบุรี,1
1514,12887,10507,23394,8494,ทม.ศรีราชา,1
1515,21327,18991,40318,20984,ทม.ศรีสะเกษ,1
1516,7868,7159,15027,5837,ทม.ศรีสัชนาลัย,1
1517,11679,10886,22565,10081,ทม.สตูล,1
1518,17124,15289,32413,17691,ทม.สนั่นรักษ์,1
1519,14186,12697,26883,11035,ทม.สมุทรสงคราม,1
1520,29401,29228,58629,28768,ทม.สระบุรี,1
1521,9536,8823,18359,11670,ทม.สระแก้ว,1
1522,8008,7150,15158,6767,ทม.สวรรคโลก,1
1523,6496,5753,12249,5199,ทม.สองพี่น้อง,1
1524,11159,10518,21677,8833,ทม.สะเดา,1
1525,17968,16817,34785,15472,ทม.สะเตงนอก,1
1526,11557,10395,21952,12168,ทม.สัตหีบ,1
1527,8103,8664,16767,8820,ทม.สามพราน,1
1528,20147,19712,39859,13337,ทม.สิงหนคร,1
1529,9024,7876,16900,9261,ทม.สิงห์บุรี,1
1530,8719,7794,16513,9453,ทม.สีคิ้ว,1
1531,13279,11238,24517,13035,ทม.สุพรรณบุรี,1
1532,20720,17593,38313,17256,ทม.สุรินทร์,1
1533,7483,6538,14021,7103,ทม.สุโขทัยธานี,1
1534,21401,19182,40583,15532,ทม.สุไหงโกลก,1
1535,23821,22852,46673,24635,ทม.หนองคาย,1
1536,11387,10516,21903,12147,ทม.หนองบัวลำภู,1
1537,48552,39433,87985,51625,ทม.หนองปรือ,1
1538,15096,14138,29234,15126,ทม.หนองสำโรง,1
1539,5795,5175,10970,6929,ทม.หลังสวน,1
1540,5996,5396,11392,6607,ทม.หล่มสัก,1
1541,33418,32770,66188,57375,ทม.หัวหิน,1
1542,7922,8979,16901,11405,ทม.อรัญญประเทศ,1
1543,13527,16726,30253,14162,ทม.อรัญญิก,1
1544,12944,11893,24837,12850,ทม.อำนาจเจริญ,1
1545,16499,13904,30403,14822,ทม.อุตรดิตถ์,1
1546,7610,6442,14052,9657,ทม.อุทัยธานี,1
1547,10770,9240,20010,10337,ทม.อโยธยา,1
1548,6353,5667,12020,6625,ทม.อ่างทอง,1
1549,19674,17008,36682,22139,ทม.อ่างศิลา,1
1550,31202,28063,59265,26086,ทม.เขลางค์นคร,1
1551,22770,20227,42997,20877,ทม.เขารูปช้าง,1
1552,13252,15738,28990,12576,ทม.เขาสามยอด,1
1553,6953,6340,13293,6686,ทม.เดชอุดม,1
1554,13686,12712,26398,11394,ทม.เบตง,1
1555,10782,9808,20590,10338,ทม.เพชรบุรี,1
1556,10960,9599,20559,12722,ทม.เพชรบูรณ์,1
1557,7236,6364,13600,7009,ทม.เมืองปัก,1
1558,5441,4937,10378,5410,ทม.เมืองพล,1
1559,6512,6029,12541,5739,ทม.เมืองแกนพัฒนา,1
1560,10339,10389,20728,11783,ทม.เลย,1
1561,1936,1729,3665,1460,ทม.เสนา,1
1562,5698,5294,10992,6203,ทม.แก่งคอย,1
1563,7881,6723,14604,8808,ทม.แพร่,1
1564,3643,3556,7199,4676,ทม.แม่ฮ่องสอน,1
1565,10811,8896,19707,13974,ทม.แม่เหียะ,1
1566,12621,10700,23321,14337,ทม.แม่โจ้,1
1567,24604,21561,46165,37949,ทม.แสนสุข,1
1568,3952,4561,8513,3572,ทม.โนนสูง-น้ำคำ,1
1569,4449,4039,8488,3758,ทม.โพธาราม,1
1570,13007,11026,24033,15853,ทม.ไทรม้า,1
1571,18142,15978,34120,24922,ทม.ไร่ขิง,1
1572,3875,3893,7768,2926,ท้องถิ่นทต.นิคมสร้างตนเองลำโดมน้อย,1
1573,63324,53127,116451,172313,ท้องถิ่นเมืองพัทยา,1
1574,14689,14714,29403,9511,อภ.กงหรา,1
1575,30358,28873,59231,20626,อภ.กงไกรลาศ,1
1576,69030,66915,135945,53427,อภ.กบินทร์บุรี,1
1577,23275,22377,45652,12557,อภ.กมลาไสย,1
1578,14978,15213,30191,6648,อภ.กรงปินัง,1
1579,34117,31558,65675,38851,อภ.กระทุ่มแบน,1
1580,34401,33912,68313,20390,อภ.กระนวน,1
1581,21966,22733,44699,22599,อภ.กระบุรี,1
1582,51398,50148,101546,26527,อภ.กระสัง,1
1583,7587,7347,14934,5261,อภ.กระแสสินธุ์,1
1584,3665,3345,7010,6723,อภ.กะทู้,1
1585,6640,6721,13361,6027,อภ.กะปง,1
1586,9692,9407,19099,4477,อภ.กะพ้อ,1
1587,10084,10383,20467,8074,อภ.กะเปอร์,1
1588,37673,37406,75079,24330,อภ.กันตัง,1
1589,91817,91975,183792,51639,อภ.กันทรลักษ์,1
1590,28329,27333,55662,16467,อภ.กันทรวิชัย,1
1591,46853,46484,93337,24510,อภ.กันทรารมย์,1
1592,6213,6596,12809,4401,อภ.กัลยาณิวัฒนา,1
1593,40716,39998,80714,33595,อภ.กาญจนดิษฐ์,1
1594,12530,13097,25627,7202,อภ.กาบัง,1
1595,29944,30160,60104,18734,อภ.กาบเชิง,1
1596,61354,58144,119498,39713,อภ.กำแพงแสน,1
1597,30865,30938,61803,21214,อภ.กุฉินารายณ์,1
1598,18436,18435,36871,9584,อภ.กุดข้าวปุ้น,1
1599,21818,22006,43824,13313,อภ.กุดจับ,1
1600,30479,30908,61387,19962,อภ.กุดชุม,1
1601,13743,14005,27748,9057,อภ.กุดบาก,1
1602,18435,18618,37053,10708,อภ.กุดรัง,1
1603,37432,36844,74276,21806,อภ.กุมภวาปี,1
1604,17678,17147,34825,11337,อภ.กุยบุรี,1
1605,21911,21807,43718,13998,อภ.กุสุมาลย์,1
1606,10948,11117,22065,6899,อภ.กู่แก้ว,1
1607,10341,10076,20417,9721,อภ.ขนอม,1
1608,12930,12492,25422,10241,อภ.ขลุง,1
1609,34601,34128,68729,26007,อภ.ขาณุวรลักษบุรี,1
1610,13259,12713,25972,8577,อภ.ขามทะเลสอ,1
1611,16714,16625,33339,9945,อภ.ขามสะแกแสง,1
1612,73121,72298,145419,35679,อภ.ขุขันธ์,1
1613,7150,6896,14046,5574,อภ.ขุนตาล,1
1614,9835,10394,20229,7812,อภ.ขุนยวม,1
1615,34737,34275,69012,18260,อภ.ขุนหาญ,1
1616,37709,36684,74393,21549,อภ.คง,1
1617,40682,39765,80447,30740,อภ.ครบุรี,1
1618,28521,27411,55932,23665,อภ.คลองขลุง,1
1619,35386,36355,71741,25162,อภ.คลองท่อม,1
1620,19560,20258,39818,15157,อภ.คลองลาน,1
1621,78323,70855,149178,71013,อภ.คลองหลวง,1
1622,5861,6093,11954,5140,อภ.คลองหอยโข่ง,1
1623,19453,19539,38992,13736,อภ.คลองหาด,1
1624,6493,6195,12688,4484,อภ.คลองเขื่อน,1
1625,7308,7416,14724,5476,อภ.คลองใหญ่,1
1626,17807,17881,35688,12037,อภ.ควนกาหลง,1
1627,41198,37987,79185,30384,อภ.ควนขนุน,1
1628,15471,14826,30297,9978,อภ.ควนเนียง,1
1629,10936,10850,21786,6087,อภ.ควนโดน,1
1630,24225,23805,48030,18085,อภ.คอนสวรรค์,1
1631,20571,20244,40815,14068,อภ.คอนสาร,1
1632,22330,22242,44572,14615,อภ.คำชะอี,1
1633,16473,16352,32825,11707,อภ.คำตากล้า,1
1634,13413,13460,26873,7468,อภ.คำม่วง,1
1635,30893,30998,61891,19296,อภ.คำเขื่อนแก้ว,1
1636,23321,22785,46106,14443,อภ.คีรีมาศ,1
1637,21253,21143,42396,17134,อภ.คีรีรัฐนิคม,1
1638,12159,12372,24531,10359,อภ.คุระบุรี,1
1639,29555,29677,59232,16374,อภ.คูเมือง,1
1640,13324,12421,25745,8949,อภ.ค่ายบางระจัน,1
1641,10432,10288,20720,5519,อภ.ค้อวัง,1
1642,13495,13226,26721,7578,อภ.ฆ้องชัย,1
