index,labels,ids,parents,pop_MF,pop_F,pop_M,hholds
1948,อภ.พิชัย,TH/N_/53/อภ.พิชัย,TH/N_/53,72004,37030,34974,25630
1949,อภ.พิบูลมังสาหาร,TH/NE/34/อภ.พิบูลมังสาหาร,TH/NE/34,104254,51696,52558,33966
1950,อภ.พิบูลย์รักษ์,TH/NE/41/อภ.พิบูลย์รักษ์,TH/NE/41,24645,12388,12257,8259
1951,อภ.พิปูน,TH/S_/นครศรีธรรมราช/อภ.พิปูน,TH/S_/นครศรีธรรมราช,18089,9186,8903,7274
1952,อภ.พิมาย,TH/NE/30/อภ.พิมาย,TH/NE/30,120406,61133,59273,38785
1953,อภ.พุทธมณฑล,TH/CT/73/อภ.พุทธมณฑล,TH/CT/73,21441,11603,9838,11612
1954,อภ.พุทไธสง,TH/NE/31/อภ.พุทไธสง,TH/NE/31,41760,21333,20427,12159
1955,อภ.พุนพิน,TH/S_/84/อภ.พุนพิน,TH/S_/84,74548,37235,37313,35363
1956,อภ.ฟากท่า,TH/N_/53/อภ.ฟากท่า,TH/N_/53,13425,6889,6536,5068
1957,อภ.ภักดีชุมพล,TH/NE/36/อภ.ภักดีชุมพล,TH/NE/36,30925,15270,15655,11996
1958,อภ.ภาชี,TH/CT/14/อภ.ภาชี,TH/CT/14,25670,13225,12445,8149
1959,อภ.ภูกระดึง,TH/NE/42/อภ.ภูกระดึง,TH/NE/42,27265,13517,13748,8669
1960,อภ.ภูกามยาว,TH/N_/56/อภ.ภูกามยาว,TH/N_/56,12723,6615,6108,4993
1961,อภ.ภูซาง,TH/N_/56/อภ.ภูซาง,TH/N_/56,24400,12290,12110,9425
1962,อภ.ภูผาม่าน,TH/NE/ขอนแก่น/อภ.ภูผาม่าน,TH/NE/ขอนแก่น,19669,9796,9873,5806
1963,อภ.ภูพาน,TH/NE/47/อภ.ภูพาน,TH/NE/47,35960,17809,18151,12338
1964,อภ.ภูสิงห์,TH/NE/33/อภ.ภูสิงห์,TH/NE/33,54666,27130,27536,15810
1965,อภ.ภูหลวง,TH/NE/42/อภ.ภูหลวง,TH/NE/42,25045,12382,12663,7690
1966,อภ.ภูเขียว,TH/NE/36/อภ.ภูเขียว,TH/NE/36,108791,55127,53664,35086
1967,อภ.ภูเพียง,TH/N_/55/อภ.ภูเพียง,TH/N_/55,36022,18166,17856,13548
1968,อภ.ภูเรือ,TH/NE/42/อภ.ภูเรือ,TH/NE/42,19729,9678,10051,7198
1969,อภ.ภูเวียง,TH/NE/ขอนแก่น/อภ.ภูเวียง,TH/NE/ขอนแก่น,68941,34652,34289,20205
1970,อภ.มวกเหล็ก,TH/CT/19/อภ.มวกเหล็ก,TH/CT/19,49477,24837,24640,21846
1971,อภ.มหาชนะชัย,TH/NE/35/อภ.มหาชนะชัย,TH/NE/35,51511,25742,25769,14271
1972,อภ.มหาราช,TH/CT/14/อภ.มหาราช,TH/CT/14,13424,7028,6396,5023
1973,อภ.มะขาม,TH/E_/22/อภ.มะขาม,TH/E_/22,30601,15474,15127,13275
1974,อภ.มะนัง,TH/S_/91/อภ.มะนัง,TH/S_/91,18509,9036,9473,6319
1975,อภ.มัญจาคีรี,TH/NE/ขอนแก่น/อภ.มัญจาคีรี,TH/NE/ขอนแก่น,66879,33679,33200,21379
1976,อภ.มายอ,TH/S_/94/อภ.มายอ,TH/S_/94,56109,28395,27714,12716
1977,อภ.มโนรมย์,TH/CT/18/อภ.มโนรมย์,TH/CT/18,23861,12440,11421,8792
1978,อภ.ม่วงสามสิบ,TH/NE/34/อภ.ม่วงสามสิบ,TH/NE/34,81581,40729,40852,22566
1979,อภ.ยะรัง,TH/S_/94/อภ.ยะรัง,TH/S_/94,89733,44930,44803,21773
1980,อภ.ยะหริ่ง,TH/S_/94/อภ.ยะหริ่ง,TH/S_/94,70178,35257,34921,15895
1981,อภ.ยะหา,TH/S_/95/อภ.ยะหา,TH/S_/95,61341,30563,30778,14407
1982,อภ.ยางชุมน้อย,TH/NE/33/อภ.ยางชุมน้อย,TH/NE/33,29704,14767,14937,7510
1983,อภ.ยางตลาด,TH/NE/46/อภ.ยางตลาด,TH/NE/46,81721,41523,40198,24056
1984,อภ.ยางสีสุราช,TH/NE/44/อภ.ยางสีสุราช,TH/NE/44,35143,17664,17479,9676
1985,อภ.ยี่งอ,TH/S_/96/อภ.ยี่งอ,TH/S_/96,44051,22319,21732,10454
1986,อภ.ย่านตาขาว,TH/S_/92/อภ.ย่านตาขาว,TH/S_/92,56664,28830,27834,17741
1987,อภ.ระแงะ,TH/S_/96/อภ.ระแงะ,TH/S_/96,78081,39706,38375,17399
1988,อภ.ระโนด,TH/S_/90/อภ.ระโนด,TH/S_/90,48572,24602,23970,19310
1989,อภ.รัตนบุรี,TH/S_/32/อภ.รัตนบุรี,TH/S_/32,86977,43599,43378,22625
1990,อภ.รัตนวาปี,TH/NE/43/อภ.รัตนวาปี,TH/NE/43,37990,18926,19064,12932
1991,อภ.รัตภูมิ,TH/S_/90/อภ.รัตภูมิ,TH/S_/90,67608,34025,33583,21813
1992,อภ.รัษฎา,TH/S_/92/อภ.รัษฎา,TH/S_/92,26996,13695,13301,9829
1993,อภ.ราชสาส์น,TH/E_/24/อภ.ราชสาส์น,TH/E_/24,12665,6460,6205,4692
1994,อภ.รามัน,TH/S_/95/อภ.รามัน,TH/S_/95,86489,43701,42788,20622
1995,อภ.ราษีไศล,TH/NE/33/อภ.ราษีไศล,TH/NE/33,75843,38018,37825,19997
1996,อภ.รือเสาะ,TH/S_/96/อภ.รือเสาะ,TH/S_/96,66466,33352,33114,15681
1997,อภ.ร่องคำ,TH/NE/46/อภ.ร่องคำ,TH/NE/46,10474,5291,5183,3251
1998,อภ.ร่อนพิบูลย์,TH/S_/นครศรีธรรมราช/อภ.ร่อนพิบูลย์,TH/S_/นครศรีธรรมราช,61491,30837,30654,20042
1999,อภ.ร้องกวาง,TH/N_/54/อภ.ร้องกวาง,TH/N_/54,35562,18430,17132,12559
2000,อภ.ลอง,TH/N_/54/อภ.ลอง,TH/N_/54,30670,15413,15257,11356
2001,อภ.ละงู,TH/S_/91/อภ.ละงู,TH/S_/91,68475,34388,34087,20869
2002,อภ.ละหานทราย,TH/NE/31/อภ.ละหานทราย,TH/NE/31,19470,9684,9786,5707
2003,อภ.ละอุ่น,TH/S_/85/อภ.ละอุ่น,TH/S_/85,12442,6116,6326,5510
2004,อภ.ละแม,TH/S_/86/อภ.ละแม,TH/S_/86,26400,13146,13254,11781
2005,อภ.ลับแล,TH/N_/53/อภ.ลับแล,TH/N_/53,36401,18369,18032,14967
2006,อภ.ลาดบัวหลวง,TH/CT/14/อภ.ลาดบัวหลวง,TH/CT/14,29721,15057,14664,9578
2007,อภ.ลาดยาว,TH/CT/60/อภ.ลาดยาว,TH/CT/60,73785,37609,36176,27641
2008,อภ.ลาดหลุมแก้ว,TH/CT/ปทุมธานี/อภ.ลาดหลุมแก้ว,TH/CT/ปทุมธานี,58885,30107,28778,29565
2009,อภ.ลานกระบือ,TH/CT/62/อภ.ลานกระบือ,TH/CT/62,32801,16435,16366,11122
2010,อภ.ลานสกา,TH/S_/นครศรีธรรมราช/อภ.ลานสกา,TH/S_/นครศรีธรรมราช,39306,20146,19160,14466
2011,อภ.ลานสัก,TH/CT/61/อภ.ลานสัก,TH/CT/61,55443,27847,27596,18767
2012,อภ.ลำดวน,TH/S_/32/อภ.ลำดวน,TH/S_/32,26818,13423,13395,7043
2013,อภ.ลำทะเมนชัย,TH/NE/30/อภ.ลำทะเมนชัย,TH/NE/30,28079,14108,13971,7481
2014,อภ.ลำทับ,TH/S_/81/อภ.ลำทับ,TH/S_/81,20288,10024,10264,7291
2015,อภ.ลำปลายมาศ,TH/NE/31/อภ.ลำปลายมาศ,TH/NE/31,114825,57473,57352,30838
2016,อภ.ลำลูกกา,TH/CT/ปทุมธานี/อภ.ลำลูกกา,TH/CT/ปทุมธานี,85321,44025,41296,41769
2017,อภ.ลำสนธิ,TH/CT/16/อภ.ลำสนธิ,TH/CT/16,27251,13671,13580,10329
2018,อภ.ลี้,TH/N_/51/อภ.ลี้,TH/N_/51,61654,30626,31028,21165
2019,อภ.ลืออำนาจ,TH/NE/37/อภ.ลืออำนาจ,TH/NE/37,34233,17253,16980,9604
2020,อภ.วชิรบารมี,TH/CT/66/อภ.วชิรบารมี,TH/CT/66,31045,15703,15342,10897
2021,อภ.วังจันทร์,TH/E_/21/อภ.วังจันทร์,TH/E_/21,22317,11250,11067,10978
2022,อภ.วังชิ้น,TH/N_/54/อภ.วังชิ้น,TH/N_/54,42617,21381,21236,15226
2023,อภ.วังทรายพูน,TH/CT/66/อภ.วังทรายพูน,TH/CT/66,17523,8841,8682,5842
2024,อภ.วังทอง,TH/CT/65/อภ.วังทอง,TH/CT/65,114436,57818,56618,43228
2025,อภ.วังน้อย,TH/CT/14/อภ.วังน้อย,TH/CT/14,55381,28382,26999,25227
2026,อภ.วังน้ำเขียว,TH/NE/30/อภ.วังน้ำเขียว,TH/NE/30,43349,21730,21619,19004
2027,อภ.วังน้ำเย็น,TH/E_/27/อภ.วังน้ำเย็น,TH/E_/27,40571,20215,20356,14995
2028,อภ.วังม่วง,TH/CT/19/อภ.วังม่วง,TH/CT/19,11601,5923,5678,4565
2029,อภ.วังยาง,TH/NE/48/อภ.วังยาง,TH/NE/48,15489,7693,7796,4682
2030,อภ.วังวิเศษ,TH/S_/92/อภ.วังวิเศษ,TH/S_/92,40449,20347,20102,13916
2031,อภ.วังสมบูรณ์,TH/E_/27/อภ.วังสมบูรณ์,TH/E_/27,25376,12655,12721,10312
2032,อภ.วังสะพุง,TH/NE/42/อภ.วังสะพุง,TH/NE/42,100317,50439,49878,33760
2033,อภ.วังสามหมอ,TH/NE/41/อภ.วังสามหมอ,TH/NE/41,31456,15606,15850,8641
2034,อภ.วังหิน,TH/NE/33/อภ.วังหิน,TH/NE/33,40068,19857,20211,9432
2035,อภ.วังเจ้า,TH/W_/63/อภ.วังเจ้า,TH/W_/63,30112,14994,15118,9102
2036,อภ.วังเหนือ,TH/N_/52/อภ.วังเหนือ,TH/N_/52,36982,18414,18568,13196
2037,อภ.วังโป่ง,TH/CT/67/อภ.วังโป่ง,TH/CT/67,28365,14308,14057,9215
2038,อภ.วัฒนานคร,TH/E_/27/อภ.วัฒนานคร,TH/E_/27,76500,38006,38494,26653
2039,อภ.วัดสิงห์,TH/CT/18/อภ.วัดสิงห์,TH/CT/18,22076,11418,10658,8976
2040,อภ.วัดเพลง,TH/W_/70/อภ.วัดเพลง,TH/W_/70,10780,5658,5122,3624
2041,อภ.วัดโบสถ์,TH/CT/65/อภ.วัดโบสถ์,TH/CT/65,29561,14929,14632,11136
2042,อภ.วานรนิวาส,TH/NE/47/อภ.วานรนิวาส,TH/NE/47,120399,60437,59962,34039
2043,อภ.วาปีปทุม,TH/NE/44/อภ.วาปีปทุม,TH/NE/44,107506,54062,53444,30363
2044,อภ.วาริชภูมิ,TH/NE/47/อภ.วาริชภูมิ,TH/NE/47,36051,18251,17800,12143
2045,อภ.วารินชำราบ,TH/NE/34/อภ.วารินชำราบ,TH/NE/34,92373,46457,45916,30328
2046,อภ.วิภาวดี,TH/S_/84/อภ.วิภาวดี,TH/S_/84,15658,7521,8137,7312
2047,อภ.วิหารแดง,TH/CT/19/อภ.วิหารแดง,TH/CT/19,33139,16910,16229,11969
2048,อภ.วิเชียรบุรี,TH/CT/67/อภ.วิเชียรบุรี,TH/CT/67,100349,50724,49625,33391
2049,อภ.วิเศษชัยชาญ,TH/CT/15/อภ.วิเศษชัยชาญ,TH/CT/15,51005,26492,24513,18066
2050,อภ.ศรีณรงค์,TH/S_/32/อภ.ศรีณรงค์,TH/S_/32,46835,23244,23591,11511
2051,อภ.ศรีธาตุ,TH/NE/41/อภ.ศรีธาตุ,TH/NE/41,23703,11915,11788,6619
2052,อภ.ศรีนคร,TH/CT/64/อภ.ศรีนคร,TH/CT/64,22590,11581,11009,8157
2053,อภ.ศรีนครินทร์,TH/S_/93/อภ.ศรีนครินทร์,TH/S_/93,10458,5320,5138,3604
2054,อภ.ศรีบรรพต,TH/S_/93/อภ.ศรีบรรพต,TH/S_/93,17984,8976,9008,6869
2055,อภ.ศรีบุญเรือง,TH/NE/39/อภ.ศรีบุญเรือง,TH/NE/39,90494,44876,45618,24946
2056,อภ.ศรีประจันต์,TH/CT/72/อภ.ศรีประจันต์,TH/CT/72,40379,21094,19285,14997
2057,อภ.ศรีมหาโพธิ,TH/E_/25/อภ.ศรีมหาโพธิ,TH/E_/25,72778,37134,35644,50971
2058,อภ.ศรีมโหสถ,TH/E_/25/อภ.ศรีมโหสถ,TH/E_/25,13265,6755,6510,6358
2059,อภ.ศรีรัตนะ,TH/NE/33/อภ.ศรีรัตนะ,TH/NE/33,48551,24393,24158,11513
2060,อภ.ศรีราชา,TH/E_/ชลบุรี/อภ.ศรีราชา,TH/E_/ชลบุรี,55792,27877,27915,46958
2061,อภ.ศรีวิไล,TH/NE/38/อภ.ศรีวิไล,TH/NE/38,28905,14347,14558,9469
2062,อภ.ศรีสงคราม,TH/NE/48/อภ.ศรีสงคราม,TH/NE/48,64528,32376,32152,19186
2063,อภ.ศรีสมเด็จ,TH/NE/45/อภ.ศรีสมเด็จ,TH/NE/45,36201,17292,18909,10992
2064,อภ.ศรีสวัสดิ์,TH/W_/71/อภ.ศรีสวัสดิ์,TH/W_/71,25819,12514,13305,10010
2065,อภ.ศรีสัชนาลัย,TH/CT/64/อภ.ศรีสัชนาลัย,TH/CT/64,69915,35582,34333,26755
2066,อภ.ศรีสาคร,TH/S_/96/อภ.ศรีสาคร,TH/S_/96,36308,17886,18422,9408
2067,อภ.ศรีสำโรง,TH/CT/64/อภ.ศรีสำโรง,TH/CT/64,61627,32042,29585,22418
2068,อภ.ศรีเชียงใหม่,TH/NE/43/อภ.ศรีเชียงใหม่,TH/NE/43,23647,11951,11696,7346
2069,อภ.ศรีเทพ,TH/CT/67/อภ.ศรีเทพ,TH/CT/67,56974,28628,28346,19427
2070,อภ.ศรีเมืองใหม่,TH/NE/34/อภ.ศรีเมืองใหม่,TH/NE/34,66769,33137,33632,19181
2071,อภ.ศิลาลาด,TH/NE/33/อภ.ศิลาลาด,TH/NE/33,19788,9809,9979,5297
2072,อภ.ศีขรภูมิ,TH/S_/32/อภ.ศีขรภูมิ,TH/S_/32,130294,65575,64719,32352
2073,อภ.สตึก,TH/NE/31/อภ.สตึก,TH/NE/31,98920,49549,49371,27026
2074,อภ.สทิงพระ,TH/S_/90/อภ.สทิงพระ,TH/S_/90,45191,23127,22064,13716
2075,อภ.สนม,TH/S_/32/อภ.สนม,TH/S_/32,38649,19199,19450,10610
2076,อภ.สนามชัยเขต,TH/E_/24/อภ.สนามชัยเขต,TH/E_/24,70677,35268,35409,22715
2077,อภ.สบปราบ,TH/N_/52/อภ.สบปราบ,TH/N_/52,21312,10807,10505,6604
2078,อภ.สบเมย,TH/N_/58/อภ.สบเมย,TH/N_/58,45990,22622,23368,17050
2079,อภ.สมเด็จ,TH/NE/46/อภ.สมเด็จ,TH/NE/46,54994,27745,27249,17433
2080,อภ.สรรคบุรี,TH/CT/18/อภ.สรรคบุรี,TH/CT/18,61397,31943,29454,22100
2081,อภ.สรรพยา,TH/CT/18/อภ.สรรพยา,TH/CT/18,30938,15918,15020,11652
2082,อภ.สระโบสถ์,TH/CT/16/อภ.สระโบสถ์,TH/CT/16,14110,6962,7148,5244
2083,อภ.สระใคร,TH/NE/43/อภ.สระใคร,TH/NE/43,26541,13167,13374,8200
2084,อภ.สร้างคอม,TH/NE/41/อภ.สร้างคอม,TH/NE/41,21878,10911,10967,6482
2085,อภ.สวนผึ้ง,TH/W_/70/อภ.สวนผึ้ง,TH/W_/70,46550,22278,24272,14477
2086,อภ.สวรรคโลก,TH/CT/64/อภ.สวรรคโลก,TH/CT/64,50441,26216,24225,20004
2087,อภ.สวี,TH/S_/86/อภ.สวี,TH/S_/86,70017,35160,34857,32255
2088,อภ.สว่างวีระวงศ์,TH/NE/34/อภ.สว่างวีระวงศ์,TH/NE/34,31173,15527,15646,9133
2089,อภ.สว่างอารมณ์,TH/CT/61/อภ.สว่างอารมณ์,TH/CT/61,29985,15039,14946,10929
2090,อภ.สว่างแดนดิน,TH/NE/47/อภ.สว่างแดนดิน,TH/NE/47,128262,64475,63787,37085
2091,อภ.สหัสขันธ์,TH/NE/46/อภ.สหัสขันธ์,TH/NE/46,34631,17426,17205,10211
2092,อภ.สอง,TH/N_/54/อภ.สอง,TH/N_/54,42360,21574,20786,16078
2093,อภ.สองพี่น้อง,TH/CT/72/อภ.สองพี่น้อง,TH/CT/72,110668,56363,54305,35842
2094,อภ.สองแคว,TH/N_/55/อภ.สองแคว,TH/N_/55,12409,5996,6413,3780
2095,อภ.สอยดาว,TH/E_/22/อภ.สอยดาว,TH/E_/22,37457,18548,18909,14953
2096,อภ.สะบ้าย้อย,TH/S_/90/อภ.สะบ้าย้อย,TH/S_/90,78514,38753,39761,19054
2097,อภ.สะเดา,TH/S_/90/อภ.สะเดา,TH/S_/90,58532,29123,29409,21237
2098,อภ.สะเมิง,TH/N_/เชียงใหม่/อภ.สะเมิง,TH/N_/เชียงใหม่,18269,8967,9302,6038
2099,อภ.สังขละบุรี,TH/W_/71/อภ.สังขละบุรี,TH/W_/71,42073,20312,21761,12201
2100,อภ.สังขะ,TH/S_/32/อภ.สังขะ,TH/S_/32,127044,63153,63891,34340
2101,อภ.สังคม,TH/NE/43/อภ.สังคม,TH/NE/43,22236,10948,11288,7139
2102,อภ.สัตหีบ,TH/E_/ชลบุรี/อภ.สัตหีบ,TH/E_/ชลบุรี,52242,26156,26086,29194
2103,อภ.สันกำแพง,TH/N_/เชียงใหม่/อภ.สันกำแพง,TH/N_/เชียงใหม่,42784,22577,20207,22383
2104,อภ.สันติสุข,TH/N_/55/อภ.สันติสุข,TH/N_/55,15706,7660,8046,5102
2105,อภ.สันทราย,TH/N_/เชียงใหม่/อภ.สันทราย,TH/N_/เชียงใหม่,20157,10695,9462,10016
2106,อภ.สันป่าตอง,TH/N_/เชียงใหม่/อภ.สันป่าตอง,TH/N_/เชียงใหม่,59795,31623,28172,25432
2107,อภ.สากเหล็ก,TH/CT/66/อภ.สากเหล็ก,TH/CT/66,18110,9115,8995,6086
2108,อภ.สามง่าม,TH/CT/66/อภ.สามง่าม,TH/CT/66,25804,13007,12797,8734
2109,อภ.สามชัย,TH/NE/46/อภ.สามชัย,TH/NE/46,25412,12505,12907,7510
2110,อภ.สามชุก,TH/CT/72/อภ.สามชุก,TH/CT/72,39921,20766,19155,14744
2111,อภ.สามพราน,TH/CT/73/อภ.สามพราน,TH/CT/73,99471,52195,47276,49095
2112,อภ.สามร้อยยอด,TH/W_/ประจวบคีรีขันธ์/อภ.สามร้อยยอด,TH/W_/ประจวบคีรีขันธ์,31482,15840,15642,12266
2113,อภ.สามเงา,TH/W_/63/อภ.สามเงา,TH/W_/63,25718,13035,12683,9447
2114,อภ.สามโก้,TH/CT/15/อภ.สามโก้,TH/CT/15,8412,4340,4072,2833
2115,อภ.สามโคก,TH/CT/ปทุมธานี/อภ.สามโคก,TH/CT/ปทุมธานี,44849,23140,21709,19446
2116,อภ.สายบุรี,TH/S_/94/อภ.สายบุรี,TH/S_/94,56651,28910,27741,13457
2117,อภ.สารภี,TH/N_/เชียงใหม่/อภ.สารภี,TH/N_/เชียงใหม่,46304,24611,21693,22364
2118,อภ.สำโรง,TH/NE/34/อภ.สำโรง,TH/NE/34,54159,27035,27124,14544
2119,อภ.สำโรงทาบ,TH/S_/32/อภ.สำโรงทาบ,TH/S_/32,50354,25092,25262,11752
2120,อภ.สิงหนคร,TH/S_/90/อภ.สิงหนคร,TH/S_/90,44125,22594,21531,14664
2121,อภ.สิชล,TH/S_/นครศรีธรรมราช/อภ.สิชล,TH/S_/นครศรีธรรมราช,81686,41128,40558,28665
2122,อภ.สิรินธร,TH/NE/34/อภ.สิรินธร,TH/NE/34,43268,21230,22038,14327
2123,อภ.สิเกา,TH/S_/92/อภ.สิเกา,TH/S_/92,34716,17193,17523,12505
2124,อภ.สีคิ้ว,TH/NE/30/อภ.สีคิ้ว,TH/NE/30,86472,43524,42948,31766
2125,อภ.สีชมพู,TH/NE/ขอนแก่น/อภ.สีชมพู,TH/NE/ขอนแก่น,74160,37320,36840,22189
2126,อภ.สีดา,TH/NE/30/อภ.สีดา,TH/NE/30,20139,10096,10043,5855
2127,อภ.สุขสำราญ,TH/S_/85/อภ.สุขสำราญ,TH/S_/85,14336,7176,7160,4528
2128,อภ.สุคิริน,TH/S_/96/อภ.สุคิริน,TH/S_/96,22978,11265,11713,7392
2129,อภ.สุวรรณคูหา,TH/NE/39/อภ.สุวรรณคูหา,TH/NE/39,53713,26763,26950,14997
2130,อภ.สุวรรณภูมิ,TH/NE/45/อภ.สุวรรณภูมิ,TH/NE/45,105565,53069,52496,29543
2131,อภ.สุไหงปาดี,TH/S_/96/อภ.สุไหงปาดี,TH/S_/96,48136,24403,23733,12081
2132,อภ.สุไหงโกลก,TH/S_/96/อภ.สุไหงโกลก,TH/S_/96,37590,19433,18157,10994
2133,อภ.สูงเนิน,TH/NE/30/อภ.สูงเนิน,TH/NE/30,72332,37001,35331,29210
2134,อภ.สูงเม่น,TH/N_/54/อภ.สูงเม่น,TH/N_/54,69275,36121,33154,27792
2135,อภ.ส่องดาว,TH/NE/47/อภ.ส่องดาว,TH/NE/47,29520,14503,15017,7654
2136,อภ.หนองกี่,TH/NE/31/อภ.หนองกี่,TH/NE/31,57219,28441,28778,15337
2137,อภ.หนองกุงศรี,TH/NE/46/อภ.หนองกุงศรี,TH/NE/46,51177,25569,25608,15185
2138,อภ.หนองขาหย่าง,TH/CT/61/อภ.หนองขาหย่าง,TH/CT/61,15340,8077,7263,5773
2139,อภ.หนองจิก,TH/S_/94/อภ.หนองจิก,TH/S_/94,58930,29583,29347,13296
2140,อภ.หนองฉาง,TH/CT/61/อภ.หนองฉาง,TH/CT/61,34137,17566,16571,11772
2141,อภ.หนองนาคำ,TH/NE/ขอนแก่น/อภ.หนองนาคำ,TH/NE/ขอนแก่น,23780,11968,11812,6631
2142,อภ.หนองบัว,TH/CT/60/อภ.หนองบัว,TH/CT/60,54485,27476,27009,23201
2143,อภ.หนองบัวระเหว,TH/NE/36/อภ.หนองบัวระเหว,TH/NE/36,32643,16210,16433,11481
2144,อภ.หนองบัวแดง,TH/NE/36/อภ.หนองบัวแดง,TH/NE/36,93002,46333,46669,29387
2145,อภ.หนองบุญมาก,TH/NE/30/อภ.หนองบุญมาก,TH/NE/30,60793,30643,30150,18389
2146,อภ.หนองปรือ,TH/W_/71/อภ.หนองปรือ,TH/W_/71,27037,13330,13707,9492
2147,อภ.หนองพอก,TH/NE/45/อภ.หนองพอก,TH/NE/45,60039,29896,30143,16405
2148,อภ.หนองมะโมง,TH/CT/18/อภ.หนองมะโมง,TH/CT/18,12829,6503,6326,5093
2149,อภ.หนองม่วง,TH/CT/16/อภ.หนองม่วง,TH/CT/16,27909,14238,13671,11480
2150,อภ.หนองม่วงไข่,TH/N_/54/อภ.หนองม่วงไข่,TH/N_/54,12875,6852,6023,5049
2151,อภ.หนองวัวซอ,TH/NE/41/อภ.หนองวัวซอ,TH/NE/41,44907,22399,22508,11579
2152,อภ.หนองสองห้อง,TH/NE/ขอนแก่น/อภ.หนองสองห้อง,TH/NE/ขอนแก่น,71064,35745,35319,20412
2153,อภ.หนองสูง,TH/NE/49/อภ.หนองสูง,TH/NE/49,20793,10424,10369,7137
2154,อภ.หนองหงส์,TH/NE/31/อภ.หนองหงส์,TH/NE/31,35529,17596,17933,9319
2155,อภ.หนองหญ้าปล้อง,TH/W_/76/อภ.หนองหญ้าปล้อง,TH/W_/76,16300,8128,8172,6743
2156,อภ.หนองหญ้าไซ,TH/CT/72/อภ.หนองหญ้าไซ,TH/CT/72,46258,23680,22578,16317
2157,อภ.หนองหาน,TH/NE/41/อภ.หนองหาน,TH/NE/41,88787,44349,44438,26880
2158,อภ.หนองหิน,TH/NE/42/อภ.หนองหิน,TH/NE/42,20548,10154,10394,5998
2159,อภ.หนองฮี,TH/NE/45/อภ.หนองฮี,TH/NE/45,24379,12189,12190,6495
2160,อภ.หนองเรือ,TH/NE/ขอนแก่น/อภ.หนองเรือ,TH/NE/ขอนแก่น,83865,42394,41471,22879
2161,อภ.หนองเสือ,TH/CT/ปทุมธานี/อภ.หนองเสือ,TH/CT/ปทุมธานี,51672,26046,25626,16437
2162,อภ.หนองแค,TH/CT/19/อภ.หนองแค,TH/CT/19,67598,34696,32902,33527
2163,อภ.หนองแซง,TH/CT/19/อภ.หนองแซง,TH/CT/19,12991,6795,6196,4335
2164,อภ.หนองแสง,TH/NE/41/อภ.หนองแสง,TH/NE/41,23316,11661,11655,6715
2165,อภ.หนองโดน,TH/CT/19/อภ.หนองโดน,TH/CT/19,11528,5914,5614,4420
2166,อภ.หนองใหญ่,TH/E_/ชลบุรี/อภ.หนองใหญ่,TH/E_/ชลบุรี,15370,7665,7705,6594
2167,อภ.หนองไผ่,TH/CT/67/อภ.หนองไผ่,TH/CT/67,76312,38342,37970,24954
2168,อภ.หลังสวน,TH/S_/86/อภ.หลังสวน,TH/S_/86,56087,28629,27458,23726
2169,อภ.หล่มสัก,TH/CT/67/อภ.หล่มสัก,TH/CT/67,144549,73936,70613,48644
2170,อภ.หล่มเก่า,TH/CT/67/อภ.หล่มเก่า,TH/CT/67,60236,30715,29521,18739
2171,อภ.หว้านใหญ่,TH/NE/49/อภ.หว้านใหญ่,TH/NE/49,19759,9856,9903,6166
2172,อภ.หันคา,TH/CT/18/อภ.หันคา,TH/CT/18,41200,21262,19938,14492
2173,อภ.หัวตะพาน,TH/NE/37/อภ.หัวตะพาน,TH/NE/37,42342,21121,21221,10842
2174,อภ.หัวหิน,TH/W_/ประจวบคีรีขันธ์/อภ.หัวหิน,TH/W_/ประจวบคีรีขันธ์,52644,27221,25423,27972
2175,อภ.หัวไทร,TH/S_/นครศรีธรรมราช/อภ.หัวไทร,TH/S_/นครศรีธรรมราช,44248,22230,22018,17631
2176,อภ.หางดง,TH/N_/เชียงใหม่/อภ.หางดง,TH/N_/เชียงใหม่,75264,39820,35444,43174
2177,อภ.หาดสำราญ,TH/S_/92/อภ.หาดสำราญ,TH/S_/92,16903,8410,8493,4855
2178,อภ.หาดใหญ่,TH/S_/90/อภ.หาดใหญ่,TH/S_/90,30717,15957,14760,12806
2179,อภ.ห้วยกระเจา,TH/W_/71/อภ.ห้วยกระเจา,TH/W_/71,33726,17128,16598,11723
2180,อภ.ห้วยคต,TH/CT/61/อภ.ห้วยคต,TH/CT/61,20130,10170,9960,7408
2181,อภ.ห้วยทับทัน,TH/NE/33/อภ.ห้วยทับทัน,TH/NE/33,38903,19395,19508,8920
2182,อภ.ห้วยผึ้ง,TH/NE/46/อภ.ห้วยผึ้ง,TH/NE/46,14032,7099,6933,3912
2183,อภ.ห้วยยอด,TH/S_/92/อภ.ห้วยยอด,TH/S_/92,78643,39851,38792,26655
2184,อภ.ห้วยราช,TH/NE/31/อภ.ห้วยราช,TH/NE/31,32425,16319,16106,8164
2185,อภ.ห้วยเม็ก,TH/NE/46/อภ.ห้วยเม็ก,TH/NE/46,40061,19928,20133,11877
2186,อภ.ห้วยแถลง,TH/NE/30/อภ.ห้วยแถลง,TH/NE/30,70327,35007,35320,19280
2187,อภ.ห้างฉัตร,TH/N_/52/อภ.ห้างฉัตร,TH/N_/52,47643,24490,23153,19312
2188,อภ.องครักษ์,TH/CT/26/อภ.องครักษ์,TH/CT/26,62338,31637,30701,21977
